,TRACTID,cost,date
5190,170500,120000,2006-08-08
5191,150300,12500,2006-05-25
5192,150300,31500,2006-05-25
5193,381500,5e+06,2006-06-02
5194,710200,3e+05,2006-05-11
5195,050500,7500,2006-05-31
5196,062500,7500,2006-05-31
5197,050500,7500,2006-10-02
5198,170600,120000,2006-06-15
5199,050500,8e+05,2006-08-30
5200,711000,125000,2006-06-01
5201,240300,4e+05,2006-11-06
5202,240300,4e+05,2006-11-06
5203,240300,4e+05,2006-10-04
5204,291600,375000,2006-05-30
5205,681200,350000,2007-01-18
5206,834400,437400,2006-05-22
5207,710400,8e+05,2006-11-09
5208,420200,12000,2006-07-12
5209,160800,1750000,2006-05-22
5210,711500,125000,2006-05-26
5211,320400,1.65e+08,2006-05-09
5212,834400,437400,2006-05-24
5213,063400,1000,2006-06-19
5214,062300,13000,2006-06-01
5215,290900,14300,2006-05-22
5216,420800,437400,2006-05-22
5217,031000,3e+05,2006-07-18
5218,834400,730855,2006-05-22
5219,680900,2e+05,2006-11-29
5220,031000,3e+05,2006-07-18
5221,680900,2e+05,2006-11-29
5222,831800,745000,2006-07-14
5223,110400,7e+05,2006-11-07
5224,832000,10900,2007-02-15
5225,240700,17500,2006-07-05
5226,832500,17500,2006-07-24
5227,835600,1e+05,2006-07-07
5228,842800,17875,2006-05-30
5229,290900,362000,2006-06-06
5230,290900,362000,2006-06-01
5231,420800,711720,2006-05-31
5232,834400,747840,2006-05-31
5233,071300,8e+05,2006-06-22
5234,834400,754740,2006-05-30
5235,561000,160000,2006-05-10
5236,839100,1128000,2006-05-10
5237,691500,185000,2006-06-05
5238,062000,5e+05,2006-07-12
5239,831800,10000,2006-07-06
5240,440800,185000,2006-06-05
5241,660800,185000,2006-05-16
5242,151200,5e+05,2006-08-30
5243,831800,20000,2006-05-18
5244,080300,9500,2006-05-22
5245,381200,10000,2006-06-13
5246,050500,7500,2006-06-19
5247,839700,713000,2006-07-03
5248,060100,7500,2006-06-05
5249,650400,3e+05,2006-08-15
5250,671200,8500,2006-05-12
5251,843700,12000,2007-03-15
5252,843700,12000,2007-03-15
5253,071200,2e+06,2006-07-26
5254,243500,1000,2006-05-19
5255,838100,5000,2006-05-19
5256,840300,10000,2006-05-31
5257,390100,350000,2006-08-14
5258,241000,190000,2006-05-24
5259,340300,7000,2006-07-06
5260,241100,7000,2006-05-23
5261,130300,1000,2006-05-22
5262,290900,375000,2006-06-06
5263,837400,150000,2006-05-15
5264,833100,60000,2006-07-17
5265,100300,350000,2006-05-24
5266,837400,150000,2006-05-15
5267,837400,150000,2006-05-15
5268,051400,10000,2006-06-13
5269,062800,10000,2006-09-06
5270,081403,242000,2006-07-18
5271,242600,498000,2006-05-26
5272,330100,7.6e+07,2006-05-12
5273,842200,2e+07,2006-05-17
5274,231200,180000,2006-05-15
5275,839000,5.2e+07,2006-05-26
5276,100200,275000,2006-06-12
5277,440900,125000,2006-06-07
5278,470100,125000,2006-06-02
5279,140400,1200000,2006-07-18
5280,550100,2e+05,2006-08-17
5281,222200,2e+05,2006-06-16
5282,051300,12500,2006-06-28
5283,691100,323000,2006-07-11
5284,837100,17500,2006-05-17
5285,242200,9000,2006-06-07
5286,050500,440000,2006-05-19
5287,420700,250000,2006-09-18
5288,750100,125000,2006-07-27
5289,839000,1.6e+07,2006-05-16
5290,161100,211000,2006-05-16
5291,051200,3e+05,2006-06-07
5292,221200,20000,2006-06-02
5293,832600,7500,2006-10-12
5294,832600,7500,2006-10-12
5295,832600,7500,2006-10-12
5296,832600,7500,2006-10-26
5297,221500,250000,2006-07-19
5298,221200,20000,2006-06-02
5299,221200,20000,2006-06-02
5300,070700,7500,2006-05-30
5301,070700,7500,2006-05-30
5302,070700,7500,2006-05-30
5303,070700,7500,2006-05-30
5304,240700,3e+05,2006-06-08
5305,100600,315000,2006-05-16
5306,271400,2e+05,2006-07-14
5307,050500,9500,2006-06-16
5308,190200,881700,2006-10-10
5309,231500,3e+05,2006-07-06
5310,063000,1062000,2006-10-06
5311,841800,150000,2006-06-22
5312,760802,265000,2006-06-09
5313,081403,5000,2006-06-05
5314,062800,7500,2006-06-19
5315,062800,7500,2006-06-19
5316,020901,6e+06,2006-09-13
5317,830900,14000,2007-06-06
5318,060100,950000,2006-06-23
5319,010201,5600,2006-06-06
5320,242700,1374000,2006-07-17
5321,839100,2000,2006-06-19
5322,050700,350000,2006-08-24
5323,062800,5000,2006-06-09
5324,832500,3e+05,2006-05-25
5325,832500,5e+05,2006-06-19
5326,051000,10000,2006-08-11
5327,081500,6100,2006-05-18
5328,070300,966315,2006-05-30
5329,050500,530000,2006-05-18
5330,839100,250000,2006-05-18
5331,241400,2e+05,2006-05-18
5332,832400,2e+05,2006-05-18
5333,160900,180000,2006-06-15
5334,160900,180000,2006-06-15
5335,670800,125000,2006-07-31
5336,670900,125000,2006-08-01
5337,740100,1e+05,2006-10-02
5338,062800,2e+06,2006-08-15
5339,242900,1e+05,2006-11-01
5340,242900,1e+05,2006-11-01
5341,070300,17875,2006-07-24
5342,580700,5000,2006-05-30
5343,421200,5000,2006-05-30
5344,060400,641250,2006-08-16
5345,271800,7900,2006-07-28
5346,292500,25000,2006-05-31
5347,292500,25000,2006-05-31
5348,839700,550000,2006-08-02
5349,670800,125000,2006-08-01
5350,242300,1200000,2006-06-08
5351,063000,8500,2006-07-18
5352,050700,8500,2006-09-08
5353,100100,37000,2006-06-06
5354,831700,20000,2006-06-05
5355,210100,8e+05,2006-10-20
5356,063000,11000,2006-09-08
5357,062800,8500,2006-09-18
5358,240300,40000,2006-05-30
5359,070400,460000,2006-06-07
5360,440600,25000,2006-05-19
5361,050900,1000,2006-06-15
5362,310600,4e+05,2006-06-06
5363,051200,1000,2006-06-13
5364,711200,180000,2006-06-07
5365,241400,160000,2006-09-12
5366,320100,60500,2006-05-26
5367,290900,4e+05,2006-05-22
5368,010701,1000,2006-06-07
5369,063400,444000,2006-08-14
5370,243500,8e+05,2006-06-30
5371,241100,379000,2006-06-08
5372,190200,293900,2006-10-10
5373,630400,360000,2006-09-28
5374,161200,3e+05,2006-05-26
5375,671200,750000,2007-10-15
5376,580600,140000,2006-06-15
5377,242600,374000,2006-08-14
5378,110100,25600,2006-06-12
5379,242700,17000,2006-07-13
5380,170400,7000,2006-06-20
5381,160700,4e+05,2006-07-28
5382,062700,752180,2006-10-03
5383,830900,250000,2006-07-11
5384,301200,150000,2006-05-31
5385,841500,3e+05,2006-06-30
5386,841500,3e+05,2006-06-30
5387,062700,752180,2006-10-03
5388,830900,250000,2006-07-11
5389,830900,250000,2006-07-10
5390,832300,4171530,2006-06-13
5391,063400,10000,2006-08-11
5392,839700,10000,2006-06-13
5393,691400,17500,2006-06-02
5394,090300,250000,2006-06-01
5395,560800,15400,2006-06-13
5396,210100,31500,2006-09-11
5397,740100,7000,2006-06-09
5398,170400,165000,2006-06-02
5399,051200,3e+05,2006-06-23
5400,271800,362000,2006-07-05
5401,062700,752180,2006-10-04
5402,221200,350000,2006-06-21
5403,020702,8e+05,2006-07-21
5404,051200,3e+05,2006-06-23
5405,301200,150000,2006-05-31
5406,070500,650000,2006-06-22
5407,320400,5e+05,2006-05-26
5408,160602,17875,2006-07-10
5409,090200,9800,2006-08-02
5410,210900,20000,2006-07-14
5411,071800,680000,2006-07-10
5412,150300,10000,2006-07-05
5413,700401,17875,2006-06-07
5414,843200,110000,2006-06-19
5415,612100,380000,2006-06-20
5416,612100,380000,2006-06-19
5417,081800,5000,2006-06-05
5418,160100,15000,2006-11-28
5419,843600,3e+05,2006-05-31
5420,612100,380000,2006-06-19
5421,750500,23702000,2006-06-02
5422,750500,6850000,2006-05-25
5423,612100,380000,2006-08-04
5424,612100,380000,2006-06-19
5425,241100,5e+05,2006-07-05
5426,241200,4e+05,2006-09-22
5427,842600,2100000,2007-07-17
5428,283100,3520,2006-06-06
5429,700501,28900,2006-10-27
5430,841800,289892,2006-07-12
5431,221600,24000,2006-06-06
5432,061200,625000,2006-10-12
5433,838000,4000,2007-04-09
5434,080400,7e+05,2006-06-29
5435,836100,1600000,2006-08-03
5436,161100,211000,2006-05-25
5437,161100,238000,2006-05-25
5438,222200,284000,2006-07-24
5439,834800,1284000,2006-05-25
5440,834800,1095520,2006-05-25
5441,834800,879840,2006-05-25
5442,834800,888320,2006-05-25
5443,834800,977600,2006-05-25
5444,834800,703200,2006-05-25
5445,834800,2139200,2006-05-25
5446,834800,1938240,2006-06-14
5447,834800,3522080,2006-05-31
5448,834800,3597000,2006-06-09
5449,841400,250000,2006-10-25
5450,252000,750000,2006-06-23
5451,831100,225000,2006-07-11
5452,161100,238000,2006-06-07
5453,051300,360000,2006-05-30
5454,110400,10000,2006-06-20
5455,150600,750000,2006-07-17
5456,070400,1062000,2006-06-06
5457,161100,173000,2006-09-05
5458,830800,7500,2006-07-17
5459,070500,10500,2006-08-14
5460,841500,3e+06,2006-11-27
5461,838100,17750,2006-07-05
5462,838100,17750,2006-07-05
5463,062300,270000,2006-08-07
5464,051400,450000,2006-09-29
5465,040201,218000,2006-08-17
5466,390200,2e+05,2006-09-18
5467,390200,2e+05,2006-08-29
5468,120300,350000,2006-07-24
5469,600900,180000,2006-07-26
5470,100500,372000,2006-08-17
5471,411200,10000,2006-05-31
5472,839000,1000,2006-05-30
5473,840000,366000,2006-05-31
5474,520300,4e+05,2006-07-11
5475,160800,3e+05,2006-06-08
5476,260800,5e+05,2007-04-19
5477,062300,9400,2006-07-05
5478,060400,36500,2006-07-18
5479,040600,17875,2006-05-31
5480,840000,366000,2006-05-31
5481,161100,173000,2006-05-31
5482,062800,1400000,2006-06-27
5483,560800,24900,2006-06-13
5484,210601,2400,2006-06-26
5485,062200,12000,2009-04-16
5486,150700,17875,2006-06-20
5487,480400,160000,2006-06-02
5488,231200,150000,2006-10-13
5489,561000,2e+05,2006-08-15
5490,251800,495000,2006-11-06
5491,071800,7500,2006-07-17
5492,130200,7500,2006-06-15
5493,100100,2010,2006-06-07
5494,050200,350000,2006-06-30
5495,580100,23500,2006-06-19
5496,670900,225000,2006-07-17
5497,720500,9500,2006-06-12
5498,834700,3000,2006-06-12
5499,242100,15400,2006-07-25
5500,242100,13950,2006-07-25
5501,770602,62000,2006-06-15
5502,837300,310000,2006-07-26
5503,837300,310000,2006-07-26
5504,837300,310000,2006-06-07
5505,837300,310000,2006-06-08
5506,837300,310000,2006-07-26
5507,837300,310000,2006-07-26
5508,241600,375000,2006-08-18
5509,561000,10000,2006-07-21
5510,220300,460000,2006-07-03
5511,670900,125000,2006-07-17
5512,160100,170000,2006-10-11
5513,242600,4e+05,2006-06-30
5514,670900,125000,2006-07-14
5515,670900,225000,2006-07-31
5516,320100,507040,2006-06-30
5517,670900,225000,2006-08-01
5518,440300,160000,2007-07-13
5519,831900,7500,2006-08-15
5520,360200,1100000,2006-10-16
5521,170500,195000,2006-06-27
5522,050500,450000,2006-06-07
5523,831900,7e+05,2006-08-01
5524,140400,2e+05,2008-05-14
5525,310400,10000,2006-06-30
5526,282700,689000,2006-07-21
5527,440101,10000,2006-06-20
5528,320100,17875,2006-06-05
5529,320100,1069,2006-06-05
5530,320100,17875,2006-06-05
5531,320100,17875,2006-06-05
5532,360200,950000,2006-11-15
5533,281900,10000,2006-06-07
5534,061901,10000,2006-06-16
5535,840300,250000,2006-09-12
5536,839000,5000,2006-06-21
5537,320100,5000,2006-07-07
5538,841900,5000,2006-07-26
5539,010400,660000,2006-06-08
5540,240600,10000,2006-08-11
5541,240600,10000,2006-08-17
5542,843000,150000,2006-07-24
5543,282700,7000,2006-07-17
5544,130100,8e+05,2006-08-24
5545,480500,150000,2006-06-27
5546,070300,10000,2006-07-31
5547,070500,10000,2006-10-03
5548,222200,18000,2006-07-24
5549,190200,1000,2006-06-07
5550,310200,15500,2006-06-16
5551,240700,10900,2006-07-26
5552,070500,9e+05,2006-11-17
5553,070500,9e+05,2006-11-20
5554,243100,4e+05,2006-08-22
5555,431302,11500,2006-07-28
5556,050200,22000,2006-08-10
5557,243000,4e+05,2006-08-23
5558,242500,18000,2006-07-14
5559,242500,23000,2006-08-29
5560,222200,1000,2006-07-06
5561,221600,1000,2007-08-02
5562,241600,10000,2006-09-07
5563,590500,10000,2006-08-14
5564,050200,7500,2006-07-13
5565,050300,7500,2006-11-08
5566,050300,7500,2006-11-07
5567,050300,7500,2006-11-08
5568,050300,7500,2006-11-03
5569,081300,7980,2006-08-03
5570,841000,1270950,2007-01-29
5571,320100,2000,2006-06-15
5572,831100,14000,2006-07-25
5573,842600,240000,2006-06-08
5574,040402,2200000,2006-08-22
5575,161000,3500,2006-07-07
5576,242000,10500,2006-08-21
5577,841900,422000,2006-07-13
5578,050500,10500,2006-07-24
5579,836200,5e+06,2006-06-07
5580,841900,422000,2006-07-13
5581,061200,80000,2006-07-21
5582,061200,6000,2006-07-21
5583,051300,5e+05,2006-06-16
5584,590700,450000,2006-07-10
5585,240200,5e+05,2006-06-14
5586,100300,5e+05,2006-06-16
5587,031900,280000,2006-06-14
5588,031900,280000,2006-06-14
5589,100300,5e+05,2006-06-16
5590,071500,390000,2006-08-18
5591,837800,1179000,2006-08-22
5592,740300,10000,2006-08-04
5593,310800,5e+05,2006-06-21
5594,841000,1500000,2006-07-27
5595,842200,62000,2006-06-30
5596,180100,3000,2006-06-19
5597,841500,63000,2006-07-10
5598,242100,514000,2006-07-17
5599,832500,498000,2006-08-10
5600,060400,9900,2006-07-20
5601,660500,85000,2006-06-23
5602,839100,166600,2006-09-19
5603,839100,166600,2006-09-19
5604,243300,1000,2006-07-31
5605,130100,11000,2006-09-11
5606,839100,99673,2006-06-16
5607,750500,122000,2006-12-21
5608,160601,10000,2006-06-12
5609,840000,219600,2006-06-27
5610,840000,280000,2006-06-27
5611,590500,504000,2006-06-27
5612,660500,85000,2006-07-14
5613,240300,7500,2006-07-19
5614,590500,498000,2006-06-27
5615,510200,140000,2006-07-12
5616,330100,76000,2006-06-16
5617,050600,3e+05,2006-07-24
5618,838700,275000,2006-07-24
5619,841400,275000,2006-07-13
5620,838300,80000,2007-09-28
5621,310400,6e+05,2006-07-25
5622,100100,150000,2006-07-18
5623,070700,12150,2006-07-18
5624,220500,31750,2006-08-08
5625,720200,11000,2006-08-31
5626,530502,2e+05,2006-09-08
5627,836200,5000,2006-06-21
5628,130300,150000,2006-06-27
5629,841900,2.4e+07,2006-06-16
5630,051400,10900,2006-07-06
5631,330100,10000,2006-06-15
5632,330100,10000,2006-06-15
5633,330100,10000,2006-06-15
5634,040402,11000,2006-08-07
5635,150600,8200,2006-07-14
5636,834300,180000,2006-08-10
5637,251500,5000,2006-09-11
5638,251500,5000,2006-09-11
5639,020400,1700000,2006-12-21
5640,062500,290000,2008-01-10
5641,836900,230000,2006-10-16
5642,240300,5e+05,2006-09-29
5643,240300,5e+05,2006-10-06
5644,240300,5e+05,2006-08-14
5645,580700,662000,2006-09-08
5646,240300,5e+05,2006-10-06
5647,440900,125000,2006-07-05
5648,580100,1e+05,2006-08-10
5649,832200,781000,2006-08-08
5650,150800,3e+05,2006-06-26
5651,480500,2e+05,2006-06-21
5652,561000,180000,2006-06-15
5653,210502,6e+05,2006-12-26
5654,230400,293750,2006-06-16
5655,081700,2650000,2006-06-20
5656,100200,8e+05,2006-12-08
5657,090200,3e+05,2006-06-23
5658,834400,171000,2006-10-12
5659,561000,10000,2006-09-06
5660,050500,14000,2006-08-09
5661,840400,6e+05,2006-08-17
5662,640400,9000,2006-07-12
5663,490902,148769,2006-11-20
5664,062300,650000,2006-08-04
5665,242000,11000,2006-07-17
5666,242000,9000,2006-07-17
5667,NA,1300,2006-06-16
5668,020200,240000,2006-07-24
5669,062300,650000,2006-10-27
5670,063100,12000,2006-10-19
5671,831900,7500,2006-11-07
5672,836500,17875,2006-06-15
5673,833000,9000,2006-06-23
5674,081402,323280,2006-07-19
5675,081800,2963,2006-07-07
5676,NA,1300,2006-06-16
5677,320600,14000,2006-10-25
5678,280100,98874,2006-07-13
5679,050500,14000,2006-09-28
5680,060100,15000,2006-06-29
5681,280100,2e+05,2006-06-30
5682,839100,73779000,2006-07-27
5683,200402,12000,2006-06-30
5684,070600,381000,2006-06-22
5685,834400,30000,2006-06-22
5686,081800,2.8e+07,2006-10-17
5687,580700,662000,2006-09-08
5688,242000,2e+05,2006-08-10
5689,340400,850000,2007-02-06
5690,160602,4380000,2006-09-22
5691,832600,2000,2006-06-19
5692,150402,17500,2006-06-30
5693,980000,78000,2006-06-29
5694,241100,10000,2006-07-07
5695,241100,11000,2006-07-05
5696,050200,790000,2006-08-30
5697,831600,85000,2006-07-12
5698,330100,7.9e+07,2007-01-09
5699,832200,31000,2006-07-14
5700,831600,85000,2006-07-06
5701,051300,17875,2006-07-19
5702,740200,5e+05,2006-06-20
5703,071800,10000,2006-08-31
5704,071700,1000,2006-08-11
5705,243100,85000,2006-07-12
5706,242600,688000,2006-06-22
5707,242600,658000,2006-06-22
5708,550100,36500,2006-06-20
5709,242600,658000,2006-06-22
5710,242600,658000,2006-06-22
5711,242600,658000,2006-06-22
5712,550100,36500,2006-06-20
5713,980000,78000,2006-06-29
5714,980000,78000,2006-06-29
5715,980000,78000,2006-06-29
5716,980000,78000,2006-06-29
5717,833000,350000,2006-10-17
5718,660500,85000,2006-07-14
5719,720100,1700,2006-07-06
5720,071500,17875,2006-06-23
5721,020400,10000,2006-07-26
5722,833000,20000,2007-02-13
5723,240700,175000,2006-07-14
5724,030500,12000,2006-07-12
5725,160501,15000,2006-08-16
5726,063000,17875,2006-08-01
5727,580300,22000,2006-07-03
5728,640400,250000,2006-07-17
5729,580700,617500,2006-09-13
5730,580700,617500,2006-09-13
5731,081201,5000,2006-09-13
5732,320100,5000,2006-08-23
5733,081402,5000,2006-07-07
5734,081402,5000,2006-07-07
5735,250500,320000,2006-08-03
5736,841900,25000,2006-07-18
5737,051200,7500,2006-07-11
5738,051200,7500,2006-07-11
5739,071000,7500,2006-08-17
5740,071000,17875,2006-08-17
5741,050500,3e+05,2006-06-23
5742,839900,533000,2006-12-05
5743,020602,20000,2007-03-12
5744,060400,3e+05,2006-09-06
5745,840200,12500,2006-07-21
5746,150300,9500,2006-08-18
5747,837000,512000,2006-08-25
5748,080400,1900000,2006-06-27
5749,150300,3e+05,2006-06-22
5750,150300,3e+05,2006-06-22
5751,170700,17875,2006-08-01
5752,220702,743000,2006-08-14
5753,063100,1353000,2006-11-20
5754,835200,2e+05,2006-07-19
5755,071800,10000,2006-08-31
5756,839700,5e+05,2006-10-27
5757,050500,5e+05,2006-09-13
5758,070500,12000,2006-07-06
5759,830900,8000,2006-07-28
5760,830900,7000,2006-07-28
5761,071100,44774132,2006-06-22
5762,291600,23000,2006-08-04
5763,062500,5e+05,2006-06-23
5764,830800,387000,2006-06-23
5765,420300,5e+06,2006-06-26
5766,830800,387000,2006-06-23
5767,110200,33000,2006-07-13
5768,250500,320000,2006-08-01
5769,250500,320000,2006-08-01
5770,250500,320000,2006-08-01
5771,250500,320000,2006-08-03
5772,250500,320000,2006-08-03
5773,843700,647615,2006-07-06
5774,062600,950000,2006-08-23
5775,320100,9e+07,2006-07-05
5776,063400,17875,2006-07-07
5777,243400,15500,2006-09-25
5778,430600,965250,2006-08-25
5779,051000,280000,2006-07-31
5780,842400,1500000,2006-06-23
5781,051400,3e+05,2006-09-13
5782,040201,2400000,2006-11-24
5783,837400,3300000,2006-09-22
5784,831200,120000,2006-09-07
5785,330100,2000,2006-06-26
5786,220702,250000,2007-07-17
5787,832000,5000,2006-07-19
5788,710900,1e+05,2006-07-07
5789,071800,10750,2006-07-12
5790,241500,8000,2006-07-13
5791,580100,240000,2006-10-25
5792,580400,4e+05,2006-09-21
5793,070700,3e+05,2006-07-07
5794,843200,1500000,2006-07-11
5795,381200,450000,2006-07-26
5796,838100,1600,2006-07-07
5797,020400,90000,2006-08-11
5798,841500,375000,2006-08-09
5799,070500,22000,2006-07-10
5800,070500,26000,2006-07-10
5801,838100,1000,2006-07-07
5802,838100,20000,2006-07-07
5803,630900,46000,2006-07-10
5804,210900,1400000,2006-09-12
5805,150300,150000,2006-06-30
5806,081700,10000,2006-07-05
5807,051400,8000,2006-09-08
5808,031100,8000,2006-08-31
5809,051300,375000,2006-07-18
5810,240500,17875,2006-07-07
5811,063000,50000,2006-09-25
5812,841100,1920000,2007-09-20
5813,841100,1920000,2007-09-19
5814,062800,10000,2006-11-20
5815,051400,16000,2006-07-19
